timestamp,page,status
1,1,MISS
2,2,MISS
3,3,MISS
4,4,MISS
5,1,HIT
6,2,HIT
7,3,HIT
8,5,MISS
9,6,MISS
10,7,MISS
11,4,HIT
12,5,HIT
13,6,HIT
14,1,HIT
15,2,HIT
16,8,MISS
17,9,MISS
18,10,MISS
19,8,HIT
20,9,HIT
21,7,HIT
22,10,HIT
23,1,MISS
24,5,HIT
25,6,HIT
